SLPID,ExpiryDate,SLPID_owner,principal_certificate,ApproveDate
HIDF19000178,2022-06-24T00:00:00,INFOMM ASIA SDN. BHD,AIRTAME APS,2019-09-04T00:00:00
HIDF19000230,2020-11-03T00:00:00,CG COMPUTERS SDN. BHD.,Tangram Factory Inc.,2019-11-04T00:00:00
HIDF19000196,2020-09-19T00:00:00,HERICAINE SDN BHD,SHEN ZHEN BOX KING TECHNOLOGY,2019-09-20T00:00:00
HIDF19000194,2020-09-17T00:00:00,PERSATUAN KEBAJIKAN ROLF SCHNYDER,SMARTCN LIMITED,2019-09-18T00:00:00
HIDF19000209,2021-10-04T00:00:00,ROYAL SELANGOR YACHT CLUB,Bernadette Bradley,2019-10-06T00:00:00
HIDF19000206,2021-11-04T00:00:00,CYBERTECH SECURITY SDN BHD,SAM Labs Ltd,2019-09-30T00:00:00
HIDF19000227,2020-10-30T00:00:00,ASIAKLIK SDN BHD,PIPO TECHNOLOGY CO. LTD,2019-10-31T00:00:00
HIDF19000214,2021-10-11T00:00:00,MELECTRON SDN.BHD,MELECTRON SDN.BHD,2019-10-09T00:00:00
HIDF20000046,2021-03-11T00:00:00,FAIR TECHNOLOGIES SDN BHD,SHENZHEN AEROSPACE INNOTECH CO. LTD,2020-03-12T00:00:00
HIDF19000212,2020-10-08T00:00:00,CAMTOP BERSATU SDN BHD,Camtop Bersatu Sdn Bhd,2019-10-09T00:00:00
CIDF20000002,2021-01-07T00:00:00,FWA GRAYS SECURITY SDN BHD,SENSITECH INC,2020-01-08T00:00:00
CIDF20000167,2021-09-10T00:00:00,DPI TECHNOLOGY SDN BHD,"Shenzhen Xinyahong Electronic Technology Co., Ltd",2020-09-11T00:00:00
HIDF21000121,2022-07-11T00:00:00,MLS TECHNOLOGIES ENTERPRISE,ATrack Technology Inc,2021-07-12T00:00:00
HIDM19000217,2020-10-13T00:00:00,RED ZONE SOLUTION,RED ZONE SOLUTION,2019-10-14T00:00:00
HIDF20000137,2021-08-06T00:00:00,VG INSTRUMENTS (SEA) SDN BHD,VEGA Grieshaber KG,2020-08-07T00:00:00
HIDF21000071,2022-04-15T00:00:00,ALPHABET CAPITAL SDN. BHD.,SHENZHEN SKYWORTH DIGITAL TECHNOLOGY CO LTD,2021-04-16T00:00:00
CIDF19000251,2020-11-20T00:00:00,ADN TRADING & SERVICES,JUKI CORPORATION,2019-11-21T00:00:00
HIDF19000235,2021-11-06T00:00:00,ACO TECH SDN. BHD.,"ECARX   (HUBEI) TECHNOLOGY CO., LTD",2019-11-08T00:00:00
HIDF21000067,2022-04-14T00:00:00,GIVI SOLUTION SDN BHD,DONGGUANG SHIXINGSHENG ELECTRONICS TECHNOLGY CO. LTD,2021-04-15T00:00:00
HIDF19000233,2020-11-05T00:00:00,JYDX TRADING,Alliance Laundry Systems LLC,2019-11-06T00:00:00
CIDF19000265,2020-12-04T00:00:00,SUMITOMO ELECTRIC SINTERED COMPONENTS (M) SDN BHD,SUMITOMO ELECTRIC INDUSTRIES LTD.,2019-12-05T00:00:00
HIDF20000146,2021-08-18T00:00:00,PEPPERL AND FUCHS PTE LTD,Pepperl+Fuchs GmbH,2020-08-19T00:00:00
CIDF19000238,2022-01-12T00:00:00,GPS TECH SOLUTIONS SDN BHD,"TOTEM TECHNOLOGY CO., LIMITED",2019-11-12T00:00:00
HIDF19000253,2022-06-16T00:00:00,GENIUS AM RESOURCES,GENIUS AM RESOURCES,2019-11-22T00:00:00
HIDF19000231,2021-11-10T00:00:00,ASEAN SAINTIFIK SDN. BHD.,PCB Piezotronics,2019-11-04T00:00:00
HIDF20000032,2021-02-23T00:00:00,PREMIER WATER SERVICES SDN BHD,Diehl Metering S.A.S.,2020-02-24T00:00:00
HIDF19000244,2020-11-14T00:00:00,MOSH MEDIA,"ShenZhen Ruichi Technology Co., Ltd.",2019-11-15T00:00:00
HIDF19000240,2020-11-12T00:00:00,ANACLE SYSTEMS SDN BHD,ANACLE SYSTEMS LTD,2019-11-13T00:00:00
CIDF19000257,2021-12-27T00:00:00,SANJET (MALAYSIA) SDN BHD,AIPTEK TECHNOLOGY (WUJIANG) CO. LTD,2019-11-25T00:00:00
HIDF19000247,2020-11-17T00:00:00,ANVERSON MEDIA CORPORATION SDN BHD ,"SILHOUETTE AMERICA, INC.,",2019-11-18T00:00:00
HIDF19000228,2021-11-30T00:00:00,THIRTY SEVEN DEGREES SDN BHD,"SILHOUETTE AMERICA, INC.,",2019-11-01T00:00:00
CIDF19000232,2022-01-13T00:00:00,ACER SALES AND SERVICES SDN. BHD.,AOPEN SMARTVISION INC.,2019-11-05T00:00:00
CIDF19000256,2021-11-24T00:00:00,STANLEY SECURITY MALAYSIA SDN BHD,"AeroScout, LTD.",2019-11-25T00:00:00
CIDF20000034,2021-02-24T00:00:00,PENGEDAR FAR RIZ SDN BHD,Autec SRL,2020-02-25T00:00:00
HIDF19000254,2020-11-24T00:00:00,ELEGANT WORLD (M) SDN BHD,"Shenzhen Gold-East Electronic Co., Ltd.",2019-11-25T00:00:00
HIDF19000248,2022-04-27T00:00:00,ALMOTAHIDA EDUCATION GROUP SDN BHD,Almotahida Education Group Sdn Bhd,2019-11-19T00:00:00
CIDF20000188,2021-10-13T00:00:00,PROTON PARTS CENTRE SDN. BHD.,PERUSAHAAN OTOMOBIL NASIONAL SDN BHD,2020-10-14T00:00:00
CIDF20000095,2022-09-29T00:00:00,SKYWOOO MANUFACTURING SDN BHD,HUIZHOU FORYOU GENERAL ELECTRONICS CO. LTD,2021-09-30T00:00:00
CIDF20000095,2021-06-04T00:00:00,PERUSAHAAN OTOMOBIL NASIONAL SDN BHD,HUIZHOU FORYOU GENERAL ELECTRONICS CO. LTD,2020-06-05T00:00:00
CIDF20000095,2021-06-04T00:00:00,PERUSAHAAN OTOMOBIL NASIONAL SDN BHD,HUIZHOU FORYOU GENERAL ELECTRONICS CO. LTD,2020-06-05T00:00:00
HIDF20000161,2021-09-07T00:00:00,SUTRA MEDI-ENVIRON SDN BHD,ST.JUDE MEDICAL,2020-09-08T00:00:00
CIDF19000266,2020-12-05T00:00:00,SONY (MALAYSIA) SDN. BHD.,"Sunitec Enterprise Co., Ltd (Shenzhen Branch)",2019-12-06T00:00:00
CIDF19000274,2020-12-16T00:00:00,BEIERSDORF (MALAYSIA) SDN BHD,"Cal-Comp Big Data, Inc.",2019-12-17T00:00:00
HIDF20000035,2022-03-01T00:00:00,SICUREZ AUTOMOTIVE SOLUTION SDN BHD,MiTAC Digital Technology Corporation,2020-02-26T00:00:00
CIDF19000273,2021-12-20T00:00:00,BROYSON AUTOMATION SDN BHD,TATUNG CO.,2019-12-16T00:00:00
HIDF19000261,2020-12-02T00:00:00,ABOARD DISTRIBUTION SDN BHD,"Aukey Technology Co.,Ltd.",2019-12-03T00:00:00
HIDF20000020,2021-02-05T00:00:00,EURO TRADE & AGENCY SDN BHD,"Zhongshan Aiton Electric Co., Ltd.",2020-02-06T00:00:00
HIDF19000263,2020-12-04T00:00:00,DGB EDUCATION SDN BHD,DGB EDUCATION SDN BHD,2019-12-05T00:00:00
HIDF19000285,2020-12-30T00:00:00,TRX CITY SDN BHD,"Global United Technology Services Co., Ltd ",2019-12-31T00:00:00
HIDF20000003,2021-01-09T00:00:00,IBEYOND SMART SDN BHD,SHENZHEN NEO ELECTRONIC CO. LTD,2020-01-10T00:00:00
CIDF20000189,2021-10-15T00:00:00,MC FARREN SUPERCARS SDN BHD,Parrot Faurecia Automotives SAS,2020-10-16T00:00:00
HIDF20000021,2021-02-09T00:00:00,KDDI MALAYSIA SDN BHD,SOURCENEXT CORPORATION,2020-02-10T00:00:00
CIDF20000133,2021-08-05T00:00:00,CS NAM SDN BHD,"Graco, Inc.",2020-08-06T00:00:00
HIDF19000275,2020-12-16T00:00:00,PESTECH INNOVATIVE SOLUTIONS,PESTECH HOLDING (S) PTE. LTD.,2019-12-17T00:00:00
HIDF20000006,2021-01-14T00:00:00,KRONES MACHINERY MALAYSIA SDN BHD,Bernecker & Rainer Industrie Elektronik GmbH,2020-01-15T00:00:00
CIDF20000017,2021-02-02T00:00:00,UMW INDUSTRIES (1985) SDN BHD,AES GmbH,2020-02-03T00:00:00
HIDF19000283,2022-01-11T00:00:00,MYETRADE SDN BHD,MYETRADE SDN BHD,2019-12-27T00:00:00
HIDM19000277,2022-02-16T00:00:00,MISA SDN BHD,"ZHENGJIANG REALLIN ELECTRON CO., LTD",2019-12-18T00:00:00
HIDM19000278,2020-12-18T00:00:00,TNK ELECTRONIC MANUFACTURING SDN BHD,TNK ELECTRONIC MANUFACTURING SDN BHD.,2019-12-19T00:00:00
HIDF19000280,2022-04-20T00:00:00,AV ELECTRONICS MARKETING SDN BHD,AV ELECTRONICS MARKETING SDN BHD ,2019-12-24T00:00:00
CIDF20000045,2021-03-11T00:00:00,PERUSAHAAN OTOMOBIL NASIONAL SDN BHD,"Shenzhen Hazens Automotive Electronics Co., Ltd., ",2020-03-12T00:00:00
HIDF21000080,2022-04-27T00:00:00,FURUKAWA MACHINERY ASIA SDN. BHD.,CONEXIO Corporation,2021-04-28T00:00:00
HIDF20000158,2021-09-06T00:00:00,TIMETEC CLOUD SDN. BHD.,TimeTec Cloud Sdn Bhd,2020-09-07T00:00:00
HIDF20000025,2022-03-29T00:00:00,CHUAN SENG HIN SDN. BHD.,CHUAN SENG HIN SDN BHD ,2020-02-17T00:00:00
HIDF20000016,2021-01-29T00:00:00,TOTAL FLEET MANAGEMENT,SHENZHEN ITRYBRAND TECHNOLOGY CO.LTD,2020-01-30T00:00:00
HIDF20000005,2021-01-13T00:00:00,COHERENTPLUS SDN. BHD.,COHERENTPLUS SDN BHD,2020-01-14T00:00:00
CIDF20000063,2022-04-04T00:00:00,FIRST INSTRUMENTS SDN BHD,Brüel & Kjær Sound & Vibration Measurement A/S,2020-04-06T00:00:00
CIDF20000063,2022-04-04T00:00:00,ONE GASMASTER SDN. BHD.,Brüel & Kjær Sound & Vibration Measurement A/S,2020-04-06T00:00:00
HIDF20000038,2022-04-06T00:00:00,INFOLOG SDN BHD,"Nanjing Geekplus Robotics Co., Ltd.",2020-03-02T00:00:00
HIDF20000091,2021-05-26T00:00:00,GAGNER SOLUTIONS SDN BHD,MAXELL ASIA (SINGAPORE) PTE LTD,2020-05-27T00:00:00
HIDF20000018,2021-02-02T00:00:00,ESRI MALAYSIA SDN BHD,ikeGPS,2020-02-03T00:00:00
HIDF20000054,2021-03-16T00:00:00,XUN XIN TRADING SDN. BHD.,"GUANGZHOU XIANYOU INTELLIGENT TECHNOLOGY CO., LTD",2020-03-17T00:00:00
HIDF20000014,2021-01-29T00:00:00,MEDITOP CORPORATION (MALAYSIA) SDN. BHD.,TOP CORPORATION,2020-01-30T00:00:00
CIDF20000028,2021-02-18T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,"Hunter Douglas Window Fashions, Inc",2020-02-19T00:00:00
CIDF21000113,2022-06-22T00:00:00,SUNAGATA SUPERCARS SDN BHD,Molex CVS Dabendorf GmbH,2021-06-23T00:00:00
HIDF20000050,2022-07-04T00:00:00,NSS IT SOLUTION SDN BHD,"QINGDAO WINTEC INTERNATIONAL TRADE CO.,LTD",2020-03-13T00:00:00
HIDF20000053,2022-07-12T00:00:00,SMART DIGITAL INTERNATIONAL SDN BHD,SMART DIGITAL INTERNATIONAL SDN BHD ,2020-03-17T00:00:00
HIDF20000024,2021-02-16T00:00:00,LEOMAX (M) SDN. BHD.,GUANGDONG SIRUI OPTICAL CO. LTD,2020-02-17T00:00:00
HIDM20000058,2021-03-26T00:00:00,BROOKS AUTOMATION (SINGAPORE) PTE LTD,Brooks Automation Inc.,2020-03-27T00:00:00
HIDF20000043,2021-03-08T00:00:00,A.&H.MEYER SDN BHD,A.&H.MEYER SDN BHD,2020-03-09T00:00:00
HIDM20000040,2021-03-03T00:00:00,INVENCO ASIA SDN BHD,Invenco Group Limited,2020-03-04T00:00:00
HIDF20000087,2021-05-17T00:00:00,BREO INTERNATIONAL SDN BHD,Shenzhen Breo Technology Co Ltd,2020-05-18T00:00:00
HIDF20000087,2021-05-17T00:00:00,BREO INTERNATIONAL SDN BHD,Shenzhen Breo Technology Co Ltd,2020-05-18T00:00:00
CIDF20000049,2022-03-17T00:00:00,CSX DISTRIBUTIONS SDN. BHD.,SMART CHOICE STORE COMPANY LIMITED,2020-03-13T00:00:00
HIDM20000124,2021-07-20T00:00:00,TGT AUTOMOTIVE SOLUTION SDN BHD,ELMLAB SDN BHD,2020-07-21T00:00:00
HIDF20000071,2022-04-18T00:00:00,INTEGA SDN BHD,Rocamed France,2020-04-20T00:00:00
HIDF20000108,2021-06-21T00:00:00,EASYFLY AUTONOMOUS SOLUTIONS SDN BHD,"SIYI TECHNOLOGY (SHENZHEN) CO, LTD",2020-06-22T00:00:00
HIDF20000056,2021-03-24T00:00:00,PLANET TELECOMS MANAGED SERVICES SDN BHD,"APEMAN INTERNATIONAL CO., LIMITED",2020-03-25T00:00:00
HIDF20000127,2021-07-26T00:00:00,SENSETIME TECHNOLOGY MALAYSIA SDN. BHD.,SENSETIME INTERNATIONAL PTE. LTD,2020-07-27T00:00:00
CIDF20000086,2022-08-18T00:00:00,TK INTERNATIONAL SDN BHD,Smart Drive Inc.,2020-05-14T00:00:00
HIDF20000112,2021-06-28T00:00:00,BRICKFIELDS ASIA COLLEGE ,Shenzhen Feasycom Technology,2020-06-29T00:00:00
HIDF20000074,2021-04-23T00:00:00,NOVORIENT SDN  BHD,NVIDIA CORPORATION,2020-04-24T00:00:00
HIDF20000061,2021-04-02T00:00:00,IFREE GROUP SECURITY SDN BHD,IFREE GROUP (HK) LTD,2020-04-03T00:00:00
CIDF20000231,2021-12-02T00:00:00,IFREE GROUP TELECOMMUNICATION SDN BHD,IFREE GROUP (HK) LTD,2020-12-03T00:00:00
CIDF20000068,2022-04-12T00:00:00,ACCUTAC SDN BHD,HIOKI E.E. CORPORATION,2020-04-14T00:00:00
HIDF20000062,2021-04-05T00:00:00,ACCUTAC SDN BHD,HIOKI E.E. CORPORATION,2020-04-06T00:00:00
CIDF21000058,2022-04-04T00:00:00,ARK TECH (M) SDN BHD,TSC AUTO ID TECHNOLOGY CO LTD,2021-04-05T00:00:00
HIDF20000059,2021-03-29T00:00:00,EXCEL ELECTRONICS TECHNOLOGY SDN. BHD.,EXCEL ELECTRONICS TECHNOLOGY SDN. BHD.,2020-03-30T00:00:00
HIDF21000166,2022-10-04T00:00:00,EXCEL TEST SDN BHD,Emerson,2021-10-05T00:00:00
HIDF20000093,2022-07-01T00:00:00,ABBOTT LABS (M) SDN BHD,Abbott Diabetes Care Ltd,2020-05-29T00:00:00
CIDF20000076,2021-04-26T00:00:00,A E MARKINGS MANUFACTURING SDN. BHD.,COLOP Digital GmbH,2020-04-27T00:00:00
HIDF20000097,2021-06-08T00:00:00,DIDI RESOURCES SDN. BHD.,"Harley-Davidson Motor Company, Inc.",2020-06-09T00:00:00
HIDF20000084,2021-05-11T00:00:00,MAEVI SDN. BHD.,"SHENZHEN RELEE ELECTRONICS & TECHNOLOGY CO.,LTD",2020-05-12T00:00:00
HIDF20000089,2021-05-19T00:00:00,CREATIVE CENTURY MANAGEMENT SDN. BHD.,"Shenzhen Leading Wave Technology Co., Ltd",2020-05-20T00:00:00
HIDF20000090,2021-05-19T00:00:00,VOLKSWAGEN PASSENGER CARS MALAYSIA SDN BHD, TeraTron GmbH,2020-05-20T00:00:00
HIDF20000088,2021-05-17T00:00:00,ADAPTIVE NETPOLEON MALAYSIA SDN BHD,"CITRIX SYSTEM,INC (DELAWARE CORPORATION)",2020-05-18T00:00:00
HIDF20000131,2021-08-04T00:00:00,VOZAUDIO (M) SDN BHD,"Gnet System Co., Ltd",2020-08-05T00:00:00
HIDF20000119,2022-07-07T00:00:00,MARUBUN ARROW (M) SDN BHD,"CENTURY SYSTEMS Co.,Ltd.",2020-07-09T00:00:00
HIDF20000103,2022-07-01T00:00:00,NCS ELECTRICAL SDN BHD,SHENZHEN JUNUO ELECTRONIC CO LTD,2020-06-17T00:00:00
HIDF20000098,2022-08-06T00:00:00,KATO AUTOMART (M) SDN. BHD.,"HUIZHOU HENGDU ELECTRONICS CO.,LTD.",2020-06-09T00:00:00
HIDF20000130,2021-07-27T00:00:00,SOLARITE SDN BHD,"Shenzhen Wanscam Technology Co., Ltd",2020-07-28T00:00:00
HIDM21000106,2022-06-16T00:00:00,WONDERNICA TECHNOLOGIES SDN BHD,WONDERNICA TECHNOLOGIES SDN BHD,2021-06-17T00:00:00
HIDF21000057,2022-03-31T00:00:00,PLAY INTERACTIVE SDN BHD,BENSUSSEN DEUTSCH & ASSOCIATES INC,2021-04-01T00:00:00
CIDF20000109,2022-06-21T00:00:00,TELE DYNAMICS GLOBAL COM SDN. BHD.,TITANIAN SDN. BHD.,2020-06-23T00:00:00
HIDF20000101,2021-06-14T00:00:00,NEXUSLED GREEN TECHNOLOGY SDN. BHD.,Future Electronics Inc (Dist.) Pte Ltd,2020-06-15T00:00:00
HIDF20000117,2021-07-05T00:00:00,CG COMPUTERS SDN. BHD.,CHIPOLO D.O.O,2020-07-06T00:00:00
HIDF20000114,2021-07-02T00:00:00,RIGEL CONNECT SDN. BHD.,AVENIR TELECOM,2020-07-03T00:00:00
CIDF17000136,2021-07-14T00:00:00,INBODY ASIA SDN BHD," InBody Co., Ltd",2017-07-18T00:00:00
HIDF20000107,2021-06-18T00:00:00,MBC SYSTEMS SDN. BHD.,MBC SYSTEMS SDN. BHD.,2020-06-19T00:00:00
CIDF20000142,2021-08-16T00:00:00,TEKNIK JOHAN TELECOMMUNICATION SDN. BHD,Jingtong (Quanzhou) Electronics Co. Ltd,2020-08-17T00:00:00
CIDF20000125,2021-07-22T00:00:00,B. BRAUN MEDICAL SUPPLIES SDN. BHD.,Aesculap AG,2020-07-23T00:00:00
HIDF20000110,2022-10-03T00:00:00,JUMBO PEARL SDN BHD,JUMBO PEARL SDN BHD,2020-06-23T00:00:00
CIDF20000121,2022-08-22T00:00:00,TECH GENERATION SDN BHD,"GUANGDONG GENIUS TECHNOLOGY CO.,LTD.",2020-07-15T00:00:00
HIDF20000141,2021-08-16T00:00:00,KCONNECTION TECHNOLOGY SDN BHD,"Shenzhen Value in Action Technology Co., LTD.",2020-08-17T00:00:00
CIDF20000156,2021-09-03T00:00:00,NKR CONTINENTAL (M) SDN BHD,RATIONAL AG,2020-09-04T00:00:00
CIDF20000156,2021-09-03T00:00:00,ALLIED FOODSERVICE EQUIPMENT SDN BHD,RATIONAL AG,2020-09-04T00:00:00
CIDF20000156,2021-09-03T00:00:00,MSM KITCHEN SDN BHD,RATIONAL AG,2020-09-04T00:00:00
HIDF20000148,2021-08-23T00:00:00,MSM KITCHEN SDN BHD,RATIONAL AG,2020-08-24T00:00:00
CIDF20000156,2022-04-02T00:00:00,IB COM KITCHEN EXPERT SDN BHD,RATIONAL AG,2021-04-03T00:00:00
HIDF20000170,2021-09-13T00:00:00,NTN BEARING-MALAYSIA SDN BHD,NTN Corporation,2020-09-14T00:00:00
HIDF20000113,2022-07-01T00:00:00,THREE A DIAMOND RESOURCES,THREE A DIAMOND RESOURCES,2020-07-03T00:00:00
HIDF20000118,2021-07-05T00:00:00,ISPL SDN BHD,ISPL SDN BHD,2020-07-06T00:00:00
CIDF20000136,2021-08-06T00:00:00,POISE DOME SDN BHD,"FM:SYSTEMS GROUP, LLC",2020-08-07T00:00:00
CIDF20000155,2021-09-02T00:00:00,TOOLS & MACHINERY PARTS SUPPLIES SDN. BHD.,HYTROC DIVISION UNEX CORP,2020-09-03T00:00:00
HIDF21000119,2022-07-08T00:00:00,TCK E-SOLUTIONS SDN BHD,"Xiamen Four-Faith Communication Technology Co., Ltd.",2021-07-09T00:00:00
HIDF21000027,2022-02-15T00:00:00,IKLIMATE SDN BHD,"Hi-Rigid Circuits Co., Limited",2021-02-16T00:00:00
HIDM20000183,2021-10-06T00:00:00,BLAPAC SDN BHD,BLAPAC SDN BHD,2020-10-07T00:00:00
HIDF20000134,2021-08-05T00:00:00,ADELTEC (MALAYSIA) SDN BHD,DFI INC,2020-08-06T00:00:00
CIDF20000159,2021-09-06T00:00:00,IMIN TECHNOLOGY SDN BHD,IMIN TECHNOLOGY PTE LTD,2020-09-07T00:00:00
HIDF20000212,2021-11-13T00:00:00,ONVIA SDN BHD,MAXKIN MOBILE TECHNOLOGY CO. LTD.,2020-11-14T00:00:00
CIDF20000162,2021-09-08T00:00:00,ASIA EXPRESS CERTIFICATION SERVICES,"Matterport, Inc.",2020-09-09T00:00:00
CIDF20000162,2021-11-26T00:00:00,INTEC MARKETING SERVICES SDN BHD,"Matterport, Inc.",2020-11-27T00:00:00
HIDM20000138,2021-08-07T00:00:00,GATED GUARDED SDN BHD,Gated Guarded Sdn Bhd,2020-08-08T00:00:00
HIDF20000140,2021-08-10T00:00:00,HANMAN INTERNATIONAL SDN BHD,HANMAN INTERNATIONAL SDN BHD,2020-08-11T00:00:00
HIDF19000135,2022-08-10T00:00:00,ABBOTT MEDICAL (MALAYSIA) SDN. BHD.,ABBOTT MEDICAL,2019-07-19T00:00:00
HIDF20000185,2021-10-08T00:00:00,BEYOND TRADING SDN. BHD.,"SHENZHEN IYING ELECTRONICS CO., LTD",2020-10-09T00:00:00
HIDF21000037,2022-03-07T00:00:00,HIFONIC ELECTRONICS ENTERPRISE,AUTOAI Technology Co. Ltd.,2021-03-08T00:00:00
CIDF20000145,2021-08-18T00:00:00,COLIMAN AUTOMOTIVE SDN BHD,GUANGZHOU BENEFITS TECHNOLOGY CO.LTD,2020-08-19T00:00:00
HIDF20000211,2021-11-11T00:00:00,SAFEGUARDS G4S SDN BHD,GREYSTONE TECHNOLOGIES,2020-11-12T00:00:00
HIDF20000164,2021-09-09T00:00:00,EAGERISE SDN. BHD.,"Shenzhen Carbusiness Technology Co,. Ltd",2020-09-10T00:00:00
HIDF21000032,2022-02-24T00:00:00,GSA EDUCATION MALAYSIA SDN BHD,GSA PRIVATE LIMITED,2021-02-25T00:00:00
HIDF20000174,2021-09-22T00:00:00,EZUMA RESOURCES SDN. BHD.,Phonak Communication AG,2020-09-23T00:00:00
HIDF20000178,2021-09-27T00:00:00,TEG SDN. BHD.,B&W Group Ltd,2020-09-28T00:00:00
HIDF20000217,2021-11-17T00:00:00,XSPEC HOSPITECH SDN BHD, EUROTRONIK KRANJ D. O. O.,2020-11-18T00:00:00
CIDF20000194,2021-10-19T00:00:00,KAREBY ENTERPRISE,"Shenzhen Bipu Technology, Inc.",2020-10-20T00:00:00
CIDF20000207,2021-11-08T00:00:00,Q MAN TRADING SDN. BHD.,Eseye Design Ltd,2020-11-09T00:00:00
HIDF20000216,2021-11-17T00:00:00,FORMALCHEM SDN BHD,"TSKY CO., LTD.",2020-11-18T00:00:00
HIDF20000202,2021-10-27T00:00:00,TRI E MARKETING SDN. BHD.,SHENZHEN MAOXIN LIANGPIN TECHNOLOGY CO.LTD,2020-10-28T00:00:00
HIDF21000122,2022-07-11T00:00:00,TELEFINA COMMUNICATION SDN BHD,WaveIP,2021-07-12T00:00:00
HIDF20000208,2021-11-09T00:00:00,CENTURY X MALAYSIA SDN BHD,WorldConnect A.G.,2020-11-10T00:00:00
HIDF20000210,2021-11-10T00:00:00,CHUNG BOON ENTERPRISE SDN BHD,KING JIM CO. LTD.,2020-11-11T00:00:00
HIDF20000228,2021-11-25T00:00:00,95 CAR SPEEDMART SDN BHD,GUANGZHOU OUYASDUN ELECTRONIC LTD.,2020-11-26T00:00:00
HIDF20000226,2021-11-25T00:00:00,AUDIO NETWORK MARKETING SDN BHD,GUANGZHOU OUYASDUN ELECTRONIC LTD.,2020-11-26T00:00:00
HIDF20000227,2021-11-25T00:00:00,BROTHERS FACTORY OUTLET (M) SDN BHD,GUANGZHOU OUYASDUN ELECTRONIC LTD.,2020-11-26T00:00:00
HIDF20000225,2021-11-25T00:00:00,POWER TREE ENTERPRISE SDN BHD,GUANGZHOU OUYASDUN ELECTRONIC LTD.,2020-11-26T00:00:00
HIDF20000184,2021-10-07T00:00:00,MZ MARKETING SDN BHD,GUANGZHOU OUYASDUN ELECTRONIC LTD.,2020-10-08T00:00:00
HIDF20000197,2021-10-25T00:00:00,CAIXUN MALAYSIA SDN BHD,EXPRESS LUCK INDUSTRIAL (SHENZHEN) LIMITED ,2020-10-26T00:00:00
HIDF20000220,2021-11-22T00:00:00,OPA MARKETING (M) SDN BHD,"GUANGZHOU NETUM ELECTRONIC TECHNOLOGY CO., LTD",2020-11-23T00:00:00
CIDF20000199,2021-10-26T00:00:00,AIREI SDN BHD,SHENZHEN TOLEDA DIGITAL TECHNOLOGIES CO LTD,2020-10-27T00:00:00
HIDF21000001,2022-01-06T00:00:00,CEDAR COMMUNICATIONS (M) SDN. BHD.,Biamp Systems,2021-01-07T00:00:00
HIDF20000195,2021-10-20T00:00:00,INDIZIUM SDN BHD,"RNware Co., Ltd.",2020-10-21T00:00:00
CIDF20000203,2021-10-29T00:00:00,DPSTAR THERMO CONTROL ELECTRIC SDN BHD,PRelectronics A/S,2020-10-30T00:00:00
HIDF21000046,2022-03-23T00:00:00,INTERACTIVE DIGITAL SERVICES SDN. BHD.,SHENZHEN MINEW TECHNOLOGIES CO LTD  ,2021-03-24T00:00:00
HIDF20000237,2021-12-22T00:00:00,HMH AUDIO SDN BHD,"SHENZHEN SHENGPAI TECHNOLOGY CO., LTD.",2020-12-23T00:00:00
CIDF20000213,2021-11-15T00:00:00,CUDO TECHNOLOGIES (M) SDN BHD,Turtle Beach Corporation,2020-11-16T00:00:00
HIDF20000232,2021-12-03T00:00:00,KANEKA INNOVATIVE FIBERS SDN BHD,KANEKA CORPORATION,2020-12-04T00:00:00
HIDF20000206,2021-11-04T00:00:00,JLC TECHNOLOGY SDN BHD,"TOPTEK INDUSTRIAL CO., LTD",2020-11-05T00:00:00
CIDF21000146,2022-09-05T00:00:00,INSAN BAKTI SDN BHD,Physio-Control Inc.,2021-09-06T00:00:00
HIDF21000020,2022-02-03T00:00:00,SCHAEFFLER BEARINGS (MALAYSIA) SDN BHD," Salcomp (Guigang) Co., Ltd.",2021-02-04T00:00:00
HIDF20000233,2021-12-06T00:00:00,PRESTO POWER SDN BHD,Anker Innovations Limited,2020-12-07T00:00:00
HIDF21000104,2022-06-13T00:00:00,OSIM (M) SDN. BHD.,OSIM INTERNATIONAL PTE LTD,2021-06-14T00:00:00
CIDF20000218,2021-11-18T00:00:00,DURA-MINE SDN BHD,"HANGZHOU HUAYOU COMMUNICATION CO., LTD ",2020-11-19T00:00:00
HIDF20000219,2021-11-22T00:00:00,KENWOOD APPLIANCES (MALAYSIA) SDN BHD,Kenwood Appliances (M) Sdn Bhd,2020-11-23T00:00:00
CIDF21000023,2022-02-07T00:00:00,SECO TOOLS SDN BHD,Seco Tools AB,2021-02-08T00:00:00
HIDF21000043,2022-03-21T00:00:00,BKS LOGISTICS & MACHINERY SDN. BHD,"Quectel WIreless Solutions Co., Ltd",2021-03-22T00:00:00
HIDF21000138,2022-08-22T00:00:00,DENG KAI SDN BHD,"Quectel WIreless Solutions Co., Ltd",2021-08-23T00:00:00
CIDF20000222,2021-11-23T00:00:00,ANDERES FOURDY SDN BHD,ANDERES FOURDY SDN BHD,2020-11-24T00:00:00
HIDF21000014,2022-01-26T00:00:00,OTIS ELEVATOR COMPANY (M) SDN. BHD,"Otis Electric Elevator Co., Ltd.",2021-01-27T00:00:00
HIDF21000036,2022-03-01T00:00:00,NEW TECHNICS CAR AUDIO SDN. BHD.,"GUANGZHOU LIUCAI ELECTRONIC TECHNOLOGY CO.,LTD",2021-03-02T00:00:00
